,Movie Name,Rating
990,Koblic,6.3
991,My Feral Heart,7.2
992,Dude,0
993,2 Jennifer,2.8
994,Abad va yek rooz,8.3
995,Suicide Note,5.1
996,We Go On,7.2
997,Fever,5.2
998,Spark,7.8
999,Fuglene over sundet,6.7
