,Movie Name,Rating
990,Dude Bro Party Massacre III,6.4
991,After Words,6.4
992,One and Two,5.1
993,Like You Mean It,4.9
994,Amateur Teens,7.7
995,Un + une,6.3
996,Resurrección,5.2
997,Papa ou maman,6.0
998,"Kiss Me, Kill Me",4.9
999,AWOL-72,3.8
