,Movie Name,Rating
948,Mosquita y Mari,6.1
949,Rasskazy,7.1
950,Kagi-dorobô no mesoddo,7.4
951,Love Sick Love,5.0
952,Die Wonderwerker,7.2
953,Zhit,7.3
954,In Our Nature,5.7
955,Mumbai's King,6.8
956,The Night Never Sleeps,8.0
957,Ha-wool-ling,6.2
958,Another Dirty Movie,3.7
959,In the House of Flies,4.9
960,Ferrari Ki Sawaari,6.5
961,The Playroom,5.3
962,Trois mondes,6.6
963,The Haunting of Whaley House,3.9
964,My Name Is 'A' by Anonymous,8.1
965,Hold Your Breath,3.2
966,Schutzengel,5.8
967,Dabangg 2,4.9
968,Promoción fantasma,6.4
969,Beauty and the Least: The Misadventures of Ben Banks,4.1
970,Animals,6.1
971,Slumber Party,0
972,Welcome Home,6.2
973,Kill Zombie!,4.9
974,Eye of the Hurricane,5.5
975,Blood Money,3.3
976,I.D.,7.1
977,Legion of the Black,7.9
978,Black Box,4.1
979,"Joshua Tree, 1951: A Portrait of James Dean",5.7
980,Ex-Girlfriends,4.6
981,The Artist and the Model,6.6
982,Paulette,6.6
983,Sune i Grekland - All Inclusive,4.0
984,The Pelayos,5.3
985,I-ut saram,6.4
986,Boogie Town,6.5
987,Nanban,7.7
988,Nae anaeui modeun geot,6.7
989,Mona,7.2
990,All the Light in the Sky,6.3
991,Ludwig II,5.9
992,Little Monsters,4.9
993,186 Dollars to Freedom,5.2
994,Night of the Living Dead 3D: Re-Animation,3.0
995,Er ci pu guang,5.5
996,Kauwboy,7.2
997,Immaturi - Il viaggio,5.9
998,A Kiss and a Promise,5.3
999,Des morceaux de moi,7.3
